Table Name (Manufacturer Year),Manufacturer,Year,Theme,Player(s),IPDB Number,Description(s),Type,VP Version,Table Author(s),Table Version,Table Date,New_Column
"Goonies Pinball Adventure, The (Original 2019)",Original,2019,"Movie, Adventure, Kids",-,-,-,SS,VPX,"Javier, Glxb, Highlnder00, Jpinsa, Shaderbytes",1.03,2019-09-11,"Goonies Pinball Adventure, The"
"Grinch, The (Original 2022)",Original,2022,"Christmas, Kids",-,-,-,EM,-,"Daphishbowl, Iaakki, Bambi Plattfuss, Pinballfan2018",1.0,2022-12-25,"Grinch, The"
"Grinch Pinball, The (Original 2020)",Original,2020,Christmas,4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,2020-11-27,"Grinch Pinball, The"
"Hateful Eight, The (Original 2022)",Original,2022,"Movie, American West",-,-,-,SS,VPX,"Michel757, Balutito",1.0.0,2023-06-25,"Hateful Eight, The"
"Hungry Dead, The (Original 2005)",Original,2005,Horror,-,-,-,-,FP,"GeorgeH, Ruckage, Protricity, NoppZ, Djpretzel, Pangier",1.4,2023-10-11,"Hungry Dead, The"
"Labyrinth, The (Original 2023)",Original,2023,"Movie, Fantasy",-,-,-,SS,VPX,"Jagandy82, JPSalas, Balutito, Nesta78, Joe Picasso",3.0,2023-12-08,"Labyrinth, The"
"Last Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",-,-,-,-,VPX,Fireslayer26,1.3,2020-05-01,"Last Dragon, The"
"Last Ninja, The (Original 2018)",Original,2018,"Video Game, Martial Arts",-,-,-,SS,VPX,"Ivantba, Xenonph, BorgDog, JPSalas",1.1,2018-11-06,"Last Ninja, The"
"Last Of Us, The (Original 2018)",Original,2018,"Horror, TV Show",-,-,-,SS,VPX,"Ivantba, JPSalas",1.1,2019-01-03,"Last Of Us, The"
"Last Starfighter, The (Original 2020)",Original,2020,"Science Fiction, Movie",-,-,-,-,VPX,Djchiccomix,1.0,2020-04-18,"Last Starfighter, The"
"Last Unicorn, The (Original 2020)",Original,2020,"Fantasy, Movie",-,-,-,EM,VPX,"Mark Paulik (WPilot), JPSalas",1.0,2020-08-17,"Last Unicorn, The"
"Legend of Zelda, The (Original 2015)",Original,2015,"Video Game, Kids",-,-,-,SS,VPX,"JPSalas, LoadedWeapon, Arngrim",4.3.0,2023-11-02,"Legend of Zelda, The"
"Lion King, The (Original 2020)",Original,2020,"Animation, Kids",4,-,-,SS,VPX,"Ivantba, Shamrock1980, JPSalas, Siggi",1.0,2023-06-25,"Lion King, The"
"Magnificent Seven, The (Original 2020)",Original,2020,"American West, Movie",4,-,-,SS,VPX,"Ivantba, JPSalas",1.0,2020-05-21,"Magnificent Seven, The"
"Mandalorian, The (Original 2020)",Original,2020,"Science Fiction, Space Fantasy, TV Show",4,-,-,SS,VPX,"iDigStuff, Addestratore, Mistermixer, William Hammond, HiRez00",1.1,2020-05-04,"Mandalorian, The"
"Mask, The (Original 2019)",Original,2019,Movie,4,-,-,-,VPX,"Ivantba, Mfuegemann",1.0,2019-10-22,"Mask, The"
"Matrix, The (Original 2023)",Original,2023,"Movie, Science Fiction",-,-,-,SS,VPX,"VP_Cooks, JPSalas",1.0.0,2023-03-22,"Matrix, The"
"Moon Walking Dead, The (Original 2017)",Original,2017,"Licensed Theme, Supernatural, Zombies",4,6156,-,SS,VPX,"Diemonik, Dozer",1.1,2020-07-28,"Moon Walking Dead, The"
"Munsters, The (Original 2020)",Original,2020,TV Show,-,-,-,SS,VPX,Allknowing2012,1.06b,2023-02-26,"Munsters, The"
"Nightmare Before Christmas, The (Original 2019)",Original,2019,Christmas,4,-,-,SS,VPX,"Stevegooner1234, Xenonph, Wildman, Lizard",1.0,2020-08-15,"Nightmare Before Christmas, The"
"Office, The (Original 2021)",Original,2021,"TV Show, Comedy",-,-,-,SS,VPX,"Nesta78, Phenom, Hawkeyez88, Loserman76, Xenonph, Tio Italo, JPSalas",1.1,2021-10-30,"Office, The"
"Price is Right - 2 For the Price of 1, The (Original 2023)",Original,2023,Game Show,-,-,-,EM,VPX,Vpfmike42,1.0,2023-05-31,"Price is Right - 2 For the Price of 1, The"
"Price is Right - Five Price Tags, The (Original 2023)",Original,2023,Game Show,-,-,-,-,VPX,Vpfmike42,1.0,2023-10-14,"Price is Right - Five Price Tags, The"
"Price is Right - Grand Game 2.0, The (Original 2023)",Original,2023,Game Show,-,-,-,EM,VPX,Vpfmike42,1.0,2023-05-31,"Price is Right - Grand Game 2.0, The"
"Price is Right - Plinko, The (Original 2022)",Original,2022,Game Show,-,-,-,-,VPX,Vpfmike42,2.0,2022-10-03,"Price is Right - Plinko, The"
"Purge, The (Original 2022)",Original,2022,"Horror, Adult",-,-,-,SS,VPX,"Pedro Peres, Team Tuga, Mario Joao Paulo, Balutito, Pritch33, Ayatollah of Rock, DigitalJedi084, Dom Wainright Chicken, JPSalas",1.0.0-1.2,2023-06-25,"Purge, The"
"Return of the Living Dead, The (Original 2020)",Original,2020,"Horror, Movie",-,-,-,SS,VPX,"Ivantba, Mfuegemann",0.9,2023-08-11,"Return of the Living Dead, The"
"Rocky Horror Picture Show Edition, The (Original 2022)",Original,2022,"Movie, Musical",-,-,-,SS,VPX,"Icepinball, Ivantba, JPSalas",1.0.0,2023-07-22,"Rocky Horror Picture Show Edition, The"
"Shining Pinball, The (Original 2022)",Original,2022,"Movie, Horror",-,-,-,SS,VPX,"Gman77, Wpilot, Jagandy82, Nagaidevil, 80sRkadeguy70",1.0.0,2023-11-10,"Shining Pinball, The"
"Simpsons Xmas Pinball, The (Original 2020)",Original,2020,"Christmas, TV Show, Animation",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph, JPSalas",1.0,2020-11-27,"Simpsons Xmas Pinball, The"
"Snowman Pinball, The (Original 2019)",Original,2019,"Christmas, Movie",4,-,-,SS,VPX,"Stevegooner1234, Lizard, Wildman, Xenonph",1.0,2020-08-15,"Snowman Pinball, The"
"Sword of Fury, The (Original 2019)",Original,2019,"Fantasy, Medieval, Knights",-,-,-,SS,VPX,"Fastdraw (Granit), Fastdraw (Granit), Kiwi, GTXJoe",1.0.1,2019-10-31,"Sword of Fury, The"
"Table With The Least Comprehensible Theme Ever, The (Original 2018)",Original,2018,-,-,-,-,SS,VPX,"Wizball, JPSalas",1.1h,2018-12-30,"Table With The Least Comprehensible Theme Ever, The"
"Texas Chainsaw Massacre, The (Original 2020)",Original,2020,"Movie, Horror",4,-,-,SS,VPX,"Ivantba, Goldchicco, Mfuegemann",1.0,2020-12-19,"Texas Chainsaw Massacre, The"
"Untouchables, The (Original 2023)",Original,2023,"Licensed Theme, Movie, Crime, Mobsters, Detective",-,-,-,SS,VPX,"Marty02, ICPjuggla",2.0,2023-06-01,"Untouchables, The"
"Warriors, The (Original 2023)",Original,2023,Movie,-,-,-,SS,-,"Icepinball, JPSalas, Ivantba",1.0.0,2023-09-16,"Warriors, The"
"Way of the Dragon, The (Original 2020)",Original,2020,"Movie, Martial Arts",4,-,-,SS,VPX,"Conehead, Ivantba, Wiesshund",2.0,2023-06-25,"Way of the Dragon, The"
"Witcher, The (Original 2020)",Original,2020,"Fantasy, Video Game, TV Show",4,-,-,SS,VPX,"Solters, Siggi, 32assassin",1.0,2022-07-31,"Witcher, The"
"Wizard, The (Original 2021)",Original,2021,"Movie, Videogames, Kids",1,-,-,EM,VPX,"MellerMeller, Batch, BorgDog, HauntFreaks",1.5,2024-01-09,"Wizard, The"
Theatre of Houdini (Original 2021),Original,2021,"Show Business, Magic",4,-,-,SS,VPX,"Solters, Marty02, Tom Tower, Ninuzzu",1.0,2022-08-15,Theatre of Houdini
They Live (Original 2023),Original,2023,"Licensed Theme, Movie, Science Fiction, Horror, Aliens",-,-,-,SS,VPX,"Balutito, SpookyMoulder",1.0,2023-06-22,They Live
Three Angels (Original 2018),Original,2018,Fantasy,-,-,-,SS,VPX,"Solters, Randr, Blindmankind Games",1.3,2022-08-29,Three Angels
Thunderbirds (Original 2022),Original,2022,"Adventure, Aviation, Science Fiction, TV Show, Kids",-,6617,-,SS,VPX,"Drinkcristal, Wildman, Rawd, VPW Team",1.0,2022-06-14,Thunderbirds
Thundercats Pinball (Original 2023),Original,2023,"TV Show, Animation, Kids",-,-,-,SS,VPX,"Merlinrtp, Capnclaw, ScottyWic, JPSalas, Hawkeyez88, Team Tuga, PinstratsDan, Pegula, AStirling21, DomLoveLobby, DarrinVPCLE, JoePicasso",1.09,2023-12-23,Thundercats Pinball
Tiger King (Original 2020),Original,2020,TV Show,4,-,-,SS,VPX,"iDigStuff, Jicarlin, JPSalas",1.2,2023-04-03,Tiger King
Tiki Bob's Atomic Beach Party (Original 2021),Original,2021,"Fantasy, Aliens",-,-,-,SS,VPX,"iDigStuff, Watacaractr, ScottyWic, Peter G, Joey Beaulieu (Joe Picasso), Rik Laubach, Apophis, Andrei Maraklov, JPSalas, VPin Workshop (VPW)",1.1,2022-12-31,Tiki Bob's Atomic Beach Party
Tiki Bob's Swingin' Holiday Soiree (Original 2022),Original,2022,Christmas,-,-,-,SS,VPX,"iDigStuff, Watacaractr, ScottyWic, Peter G, VPNation, Joey Beaulieu (Joe Picasso), Rik Laubach, Apophis, Andrei Maraklov, JPSalas, VPin Workshop (VPW)",1.1,2022-12-24,Tiki Bob's Swingin' Holiday Soiree
Tiki Time (Original 2020),Original,2020,"Happiness, Food",-,-,-,SS,VPX,"Rcrown1, HiRez00, Rascal, Loserman76, BorgDog, JPSalas",1.1.1,2021-01-14,Tiki Time
Time Lord  (Original 2022),Original,2022,Fantasy,-,-,-,SS,VPX,Russell Tolhurst (RusstyT),3.0.5,2023-09-03,Time Lord
Time Traveler (Original 2023),Original,2023,Time Travel,-,-,-,-,VPX,Wildlifewizard,0.1,2023-06-07,Time Traveler
Timon and Pumbaa's Jungle Pinball (Original 2021),Original,2021,"Animation, Kids",-,-,-,SS,-,"Devious626, ScottyWic, Flupper, DJRobX, Aartee, Izzy, Tiffany chu, Hentoony, Remdwaas1986, Phenom, PEandS1Ws, Wylte, VPW Team, Flipper, Iaakki, Sixtoe, Apophis, Ninuzzu, HauntFreaks, JPSalas, Rothbauerw, nFozzy, Nailbuster",1.0.0,2021-12-26,Timon and Pumbaa's Jungle Pinball
Tom & Jerry (Original 2018),Original,2018,"Licensed Theme, Cartoon, Kids",-,-,-,SS,VPX,"Gedankekojote97, Watacaractr, Psiomicron, Rawd, Sixtoe, TastyWasps",1.33,2023-05-31,Tom & Jerry
Tom Petty (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Darthwhat, Aaron James, Destruk, Goldchicco",1.0,2020-11-13,Tom Petty
Tomb Raider - A Survival is Born (Original 2019),Original,2019,Video Game,-,-,-,-,VPX,"Ivantba, Mfuegemann, 32assassin",1.1,2023-09-25,Tomb Raider - A Survival is Born
Tommy Boy (Original 2021),Original,2021,Movie,1,-,-,EM,VPX,"MellerMeller, Batch",1.0,2024-01-11,Tommy Boy
Tool Pinball (Original 2020),Original,2020,"Music, Heavy Metal",-,-,-,SS,VPX,"Darthwhat, Team Tuga, JPSalas, Pedro Peres",1.0.0,2023-09-05,Tool Pinball
Top Gun (Original 2019),Original,2019,"Aviation, Movie",4,-,-,SS,VPX,"Zimbakin, JPSalas",1.0b,2019-11-11,Top Gun
Top of the Pops Xmas Pinball (Original 2020),Original,2020,"Christmas, Music",4,-,-,SS,VPX,"Stevegooner1234, Wildman, Lizard, Xenonph",1.0,2020-11-27,Top of the Pops Xmas Pinball
Toxic Tattoo (Original 2020),Original,2020,Fantasy,4,-,-,SS,VPX,"Davor Lipovac, HiRez00, 32assassin",1.0,2020-05-11,Toxic Tattoo
Transformers G1 (Original 2018),Original,2018,"Licensed Theme, Science Fiction, Movie",-,-,-,SS,VPX,"Ivantba, Wizball",1.7,2018-11-07,Transformers G1
Transformers The Movie 1986 (Original 2019),Original,2019,"Licensed Theme, Science Fiction, Movie",2,-,-,SS,VPX,"Ivantba, Bigus1, 32assassin",1.0,2019-12-10,Transformers The Movie 1986
Trials of Kaladon (Original 2021),Original,2021,"Mythology, Fantasy",-,-,-,SS,VPX,Kemen,0.0.1-beta,2023-06-25,Trials of Kaladon
Triumph (Original 2021),Original,2021,Music,4,-,-,SS,VPX,"Jeffh, GrayGhost, JPSalas",1.0.0,2021-10-24,Triumph
Turrican (Original 2018),Original,2018,Video Game,-,-,-,SS,VPX,"Ivantba, Onevox, Xenonph, DJRobX, JPSalas",1.4,2019-03-02,Turrican
Twin Peaks (Original 2022),Original,2022,"TV Show, Crime",-,-,-,SS,VPX,"Cart, Froggy Crew",1.1,2022-02-07,Twin Peaks
U-FOES (Original 2019),Original,2019,Comics,-,-,-,EM,VPX,"Rosve, The Loafer, Thalamus",2.0,2021-04-09,U-FOES
UT99ctfGE (Original 2021),Original,2021,Video Game,4,-,-,SS,VPX,"Oqqsan, MajorFrenchy, Tomate, Thalamus, Javier, Flupper, Rawd, Leojreimroc, Iaakki, Sixtoe, EBisLit, Apophis, 32assassin, Rothbauerw",2.3,2022-04-06,UT99ctfGE
Ultron (Original 2022),Original,2022,"Licensed Theme, Comics, Superheroes",-,-,-,SS,VPX,Fastdraw (Granit),1.0.0,2022-01-27,Ultron
Unreal Tournament 99 Capture the Flag (Original 2021),Original,2021,Video Game,-,-,-,SS,-,"Tartzani, Oqqsan, Javier",2.3,2023-07-03,Unreal Tournament 99 Capture the Flag
VPX Foosball 2019 (Original 2019),Original,2019,"Sports, Soccer",-,-,-,EM,VPX,Rascal,1.0,2019-11-04,VPX Foosball 2019
VR Room Educational Toyboy (Original 2020),Original,2020,"Educational, Example, Testing",-,-,-,EM,VPX,"Rawd, Rascal, Steely, DJRobX, Walter Whitmer, Senseless, Turbosquid, UncleWilly, 3rdAxis",1.0.4,2023-01-05,VR Room Educational Toyboy
Vaiana (Original 2021),Original,2021,"Animation, Movie",4,-,-,SS,VPX,"Hardkoralex, Sisi H-core, JPSalas",1.0,2021-03-08,Vaiana
Van Halen Pinball (Original 2020),Original,2020,Music,-,-,-,SS,VPX,"Darthwhat, Goldchicco, Destruk, Hawkeyez88",1.0.0,2022-01-21,Van Halen Pinball
Vasco da Gama (Original 2020),Original,2020,Historical,-,-,-,EM,VPX,"Carloscaju66, JPSalas",1.0.0,2020-04-01,Vasco da Gama
Vector Pinball (Original 2022),Original,2022,-,-,-,-,SS,VPX,"Wylte, Sophira, Brian Nenninger, Dozing Cat Software",1.2,2023-10-01,Vector Pinball
Vikings  (Original 2022),Original,2022,"TV Show, Norse Mythology",-,-,-,EM,VPX,"Nesta78, Ivantba, Lodger, Balutito",1.2,2022-03-18,Vikings
Visual Pinball 10.4 Nudge Test and Calibration Table (Original 2017),Original,2017,"Testing, Calibration",-,-,-,SS,VPX,DJRobX,1.0,2017-11-29,Visual Pinball 10.4 Nudge Test and Calibration Table
Volkan Steel and Metal (Original 2023),Original,2023,Steampunk,2,-,-,SS,VPX,"Onevox, Oqqsan",1.3,2023-08-06,Volkan Steel and Metal
VooDoo's Carnival pinball (Original 2022),Original,2022,Supernatural,-,-,-,-,VPX,"Kcron666, Godrulox, Buffalo Pin Bro, Joe Picasso",1.0.0,2023-01-15,VooDoo's Carnival pinball
Vpin Workshop Example and Resource Table (Original 2021),Original,2021,"Educational, Example, Testing",-,-,-,EM,VPX,"VPin Workshop (VPW), Wylte, Wrd1972, Fleep, Flupper, Benji, Oqqsan, Scampa123, Iaakki, Sixtoe, Apophis, 3rdAxis, Rothbauerw, nFozzy",1.5.7.1,2023-05-07,Vpin Workshop Example and Resource Table
WOW Monopoly (Original 2015),Original,2015,"Fantasy, Board Games, Video Game",-,-,-,SS,VPX,"JPSalas, PacDude, Arngrim, Rothbauerw",4.0.0,2022-10-16,WOW Monopoly
WWE Wrestlemania LE - Legends of Wrestlemania (Original 2023),Original,2023,Wrestling,-,-,-,SS,VPX,"Ryguy417, Roccodimarco, PEandS1Ws",1.1,2023-09-21,WWE Wrestlemania LE - Legends of Wrestlemania
Wacky Races (Original 2022),Original,2022,"Animation, Kids, Auto Racing",-,-,-,SS,VPX,"Remdwaas1986, Joe Picasso, EalaDubhSidhe, Francisco666, TerryRed, Oqqsan, Davor Lipovac, Scampa123, Outhere, PinstratsDan, Sixtoe, Apophis, HauntFreaks, Rothbauerw, Paolo (Wild)",1.3,2022-05-02,Wacky Races
Wade Wilson (Original 2019),Original,2019,"Comics, Superheroes",-,-,-,SS,VPX,Fastdraw (Granit),1.0.0,2019-10-24,Wade Wilson
Watchmen (Original 2019),Original,2019,"Licensed Theme, Comics, Superheroes",-,-,-,SS,VPX,"Wizball, ScottyWic, Vogliadicane",1.2.4,2023-07-14,Watchmen
Wayne's World (Original 2020),Original,2020,"Music, Movie",-,-,-,SS,VPX,"K8951, Kenji, Monte Ton Cab, JPSalas",1.1,2021-04-03,Wayne's World
Wednesday (Original 2023),Original,2023,,-,-,-,SS,VPX,"GaryInMotion aka Pancake_Tues, JPSalas, Xenonph, Wiesshund",1.0,2023-10-28,Wednesday
Who Framed Roger Rabbit (Original 2021),Original,2021,"Animation, Kids, Movie",-,-,-,SS,VPX,"Sebastiendelf, Lio",1.2,2021-11-25,Who Framed Roger Rabbit
Wiedzmin (Original 2024),Original,2024,"Witcher, Fantasy, Adventure",-,-,-,SS,VPX,"Bombaj344, Hawkeyez88, Goldchicco, UncleWilly",1.0.0,2024-01-03,Wiedzmin
Wild Wild West (Original 2022),Original,2022,TV Show,-,-,-,SS,VPX,"Marty02, 32assassin, Goldchicco",2.0,2022-03-20,Wild Wild West
Willy Wonka Pro (Original 2020),Original,2020,Movie,-,-,-,SS,VPX,"Drhotwing, Marty02",1.0.1,2023-01-15,Willy Wonka Pro
Willy's Wonderland (Original 2021),Original,2021,"Movie, Horror",4,-,-,EM,VPX,"Gman77, Goldchicco, Jagandy82, Nagaidevil, 80sRkadeguy70, Pritch33, Cliffy",1.0.0,2023-11-10,Willy's Wonderland
Wizard of Oz (Original 2018),Original,2018,"Fantasy, Licensed Theme, Wizards, Magic",4,5800,-,SS,VPX,"Solters, CKPin, eMBee, Tarcisio, SnakeEyes, Friex, Dark, JPSalas, SliderPoint, Nailbuster",1.0,2023-09-14,Wizard of Oz
Wolfenstein 3D (Original 2015),Original,2015,Video Game,-,-,-,SS,VPX,"Onemanproject, Reggio Demasi",1.2,2023-06-22,Wolfenstein 3D
Woody Woodpecker (Original 2022),Original,2022,"Animation, Kids",-,-,-,EM,VPX,"Icepinball, JPSalas",1.0.1,2022-05-22,Woody Woodpecker
Wyrd Sisters (Original 2005),Original,2005,Fantasy,-,-,-,-,FP,Anthias,-,2023-10-07,Wyrd Sisters
Yellow Submarine (Original 2020),Original,2020,Music,4,-,-,EM,VPX,"Justthebest, Nestorgian, JPSalas",1.0.1,2023-08-14,Yellow Submarine
Young Frankenstein (Original 2016),Original,2016,Movie,-,-,-,SS,VPX,"Gabrom, UltraPeepi",2.0,2016-08-11,Young Frankenstein
ZZ Top (Original 2021),Original,2021,Music,-,-,-,EM,VPX,"Fordy, Hawkeyez88",1.0.0,2023-10-11,ZZ Top
Zissou The Life Aquatic  (Original 2022),Original,2022,"Movie, Aquatic, Nautical",1,-,-,EM,VPX,"MauiPunter, Manbearpig, Loserman76",1.0.0,2023-05-26,Zissou The Life Aquatic
Zone Fury (Original 2023),Original,2023,"WipeOut, Futuristic Racing, Videogame",-,-,-,EM,-,"Neo, MuZRoku, Nil",1.2.0,2023-11-20,Zone Fury
